text,label
the movie is like scorsese's mean streets redone by someone who ignored it in favor of old 'juvenile delinquent' paperbacks with titles like leather warriors and switchblade sexpot .,0
about one in three gags in white's intermittently wise script hits its mark ; the rest are padding unashamedly appropriated from the teen-exploitation playbook .,0
"it's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s .",0
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1
thurman and lewis are hilarious throughout .,1
"proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism . . . and still be a letdown if its twists and turns hold no more surprise than yesterday's weather report .",0
plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .,1
"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else .",1
"the message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",1
the humor and humanity of monsoon wedding are in perfect balance .,1
"cuts right through the b . s . giving a big middle-fingered "" shut up "" to those who talk up what is nothing more than two guys beating the hell outta one another .",1
"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers .",0
shocking only in that it reveals the filmmaker's bottomless pit of self-absorption .,0
"i spy is an embarrassment , a monotonous , disjointed jumble of borrowed plot points and situations . it's as flat as an open can of pop left sitting in the sun .",0
"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one-of-a-kind work .",0
"all in all , it's a pretty good execution of a story that's a lot richer than the ones hollywood action screenwriters usually come up with on their own .",1
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film isn't as flippant or slick as it thinks it is .,0
". . . a solid , well-formed satire .",1
how anyone over the age of 2 can stomach the touchy-feely message this preachy produce promotes is beyond us .,0
adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary .,1
"it may not be "" last tango in paris "" but . . .",1
"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard !",0
"it plays like a big-budget , after-school special with a generous cast , who at times lift the material from its well-meaning clunkiness .",0
"'god help us , but capra and cooper are rolling over in their graves . '",0
"here's yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep . but taken as a stylish and energetic one-shot , the queen of the damned cannot be said to suck .",1
"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death .",0
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",1
". . . a story we haven't seen on the big screen before , and it's a story that we as americans , and human beings , should know .",1
the affectionate loopiness that once seemed congenital to demme's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .,0
